6550,6524
7249,7248
6559,6558
10743,10744
11340,11300
13128,13121
13842,13843
11806,11805
14002,13989
14029,9283
15063,15061
14934,18844
15890,15891
16765,16872
17745,17746
18279,18280
16689,16690
16248,18276
17433,13875
16195,16196
15617,15510
15991,15990
15869,19159
17743,17741
14331,16396
14312,14311
13242,17398
12650,12700
12018,17197
11876,18505
10498,12416
16154,17737
9771,16140
9455,16085
9452,19212
9095,18837
11001,17994
8366,18199
8163,17159
7920,17494
7324,10978
7698,13895
7448,10041
6684,6685
6837,6844
12753,8482
8948,8949
12325,12326
12331,12332
13261,13262
15452,13544
14664,14665
14856,14855
14858,14857
15665,15664
15682,15681
15755,15754
16457,16455
17092,17086
17677,17678
19306,17877
18145,18146
18556,18557
19106,19105
