5689,583
5002,509
5121,287
5121,664
5715,4055
2078,6444
5388,2415
5887,2922
6218,1171
5740,4821
4603,3221
6140,5381
6313,6260
4063,597
2212,4163
5204,4287
4756,1460
2808,5437
5776,5597
5776,5895
5776,6401
3987,3988
4444,1141
3469,5238
3724,2130
5121,5011
5121,6062
5121,6421
5736,6408
2931,2952
2931,3487
6351,719
5516,2129
5516,3876
5516,4948
3984,1754
6306,6192
3770,2429
3770,4817
2124,1311
1613,3967
3066,2202
2069,4957
4415,4179
5308,2261
1136,3541
4366,1431
3029,3979
1952,4678
1892,4412
4898,4168
3415,869
2123,1826
2123,1972
2123,3105
1582,4343
5306,2048
5306,3677
5306,3835
5306,4060
2040,4457
1616,2132
2548,1615
2548,2151
2548,3355
2548,3462
1383,3913
1077,3940
1602,550
1602,1302
1602,2531
1602,5044
824,529
824,5501
824,5866
2658,3087
2658,4475
2557,5549
2399,1336
2399,3115
2399,5534
2016,2576
2664,1261
2664,4478
2664,5391
2666,4649
1347,1726
1347,2437
1347,3886
1347,4259
491,1340
491,1341
491,2416
533,4186
533,6204
867,675
859,1008
859,1656
859,2348
859,5894
154,4895
485,5261
1104,882
6267,1675
2645,5351
5476,5430
5937,6325
