1018,27750
37699,113
880,20050
6682,14205
20590,5832
585,16582
7661,1235
2803,35319
27446,3001
6255,908
5630,39922
7541,33223
25448,3458
5865,4670
1389,35
18492,4499
2492,50865
781,572
5089,31010
50081,2634
25342,7724
2374,13366
2246,43406
7583,236
406,33839
30411,1859
18970,11413
8243,2189
1982,15584
6635,3906
841,1972
9075,44225
8168,7486
6589,2973
16427,22015
2981,22268
2250,19271
31629,2250
6281,15137
10981,3119
43877,31436
39945,43877
32263,675
22555,19610
5767,47874
2540,2411
26615,4413
2599,44994
1452,2599
35792,46183
28603,51781
42064,1392
9088,38492
35203,890
15603,2292
6869,2728
39904,37803
27776,288
23430,2051
45535,27713
1150,19611
1658,40962
18855,17452
5739,29071
37403,43545
53302,11011
37138,8519
28059,24667
8977,9132
7449,24057
53188,8472
3004,29577
2207,42640
43112,11204
36583,2252
12807,4060
8626,31495
28284,6507
39374,1597
33448,16574
46766,3823
37401,741
35321,14391
40023,4765
24579,37200
5737,17791
38392,3199
53262,17709
6815,35475
12169,2151
10124,3383
48948,5433
26601,48654
14240,13237
13039,10331
16708,3057
13399,12338
38629,5492
53981,12071
22061,14558
14303,3967
46945,1543
27817,4107
34190,8684
2366,47443
26726,2366
17833,12393
10793,37379
15899,1651
15899,18131
37732,52573
17968,5351
40834,25963
24306,40834
53378,3241
14958,8446
31423,47408
23755,208
24883,11558
28513,2232
34155,5102
48164,48078
9798,13263
20116,40346
22974,11583
3859,34153
50104,3859
3136,36641
3136,5822
8787,18453
6858,818
10921,483
38154,9409
978,13271
20635,978
31509,365
9600,5895
46893,5939
14498,8174
25708,47341
10642,6918
46056,1431
3890,2107
10841,4803
30066,3542
32662,3498
32662,3952
44119,246
9569,32561
54082,5289
10079,693
10086,23318
6480,6538
35293,15381
16328,42229
17119,52570
12131,20344
27811,12131
10341,46580
15645,9791
47873,7575
11615,7546
14523,13860
36771,7399
11351,1053
16901,11296
16550,1481
14516,26453
2231,41621
11034,9936
12640,21080
20466,40288
36430,22130
7623,36430
30059,22096
20094,1857
15796,4275
41269,41367
16752,41629
43397,7744
21774,6569
17938,1643
25549,8941
9696,40110
28428,3991
20700,809
21870,48303
14355,32297
53973,16611
14076,37417
8804,2314
8102,43463
17958,7349
45134,50068
52903,9690
48632,12989
5336,41975
14946,29044
51087,2631
44705,13227
7841,20861
35591,9326
44640,5375
395,50484
36059,4925
44564,963
17604,35571
12900,21458
34608,7087
45461,15339
43267,2697
15186,7605
40375,25873
7978,43669
27861,28022
46960,12024
31497,10749
8144,15441
25271,1360
17475,18807
12168,18351
46254,26433
17531,10854
25074,20808
19385,4658
29973,48634
3267,23780
51877,13246
51877,41809
51678,51877
37748,32199
8627,37748
31461,9880
7951,44790
45475,21067
46804,29321
11571,46804
23237,3006
12657,14246
18990,7771
804,11936
17450,7904
13396,10251
50697,1821
51079,29224
3419,17903
15414,3769
48414,52898
48138,4202
9908,37804
17747,10076
29732,23761
9227,8265
19485,7485
22723,11063
26520,49986
44012,12619
51756,25882
26242,50996
9359,25638
42700,9359
45077,14685
21484,9226
9478,35508
21275,51174
20682,6135
7780,19232
27277,3516
42563,544
51675,5818
16794,28256
19317,35882
44008,14734
17011,29121
44018,50581
28994,10835
48089,52657
33882,41594
15822,33882
14555,27348
24187,18801
47796,11187
30737,9113
19983,12144
31525,32456
22764,14806
30989,5038
29059,5280
38824,20812
14274,43104
34372,13949
38881,37132
22153,38881
30476,15233
40626,3273
8954,6197
39640,4193
51167,11460
22346,19978
26647,5018
32967,5729
50125,24163
31379,43329
22629,47419
26191,12772
20236,34383
48478,10935
29398,15694
17114,3932
50703,18813
39245,37610
21662,39126
23642,30701
53499,10409
14266,18185
13695,17758
22067,14192
37272,2243
28934,45133
53449,38505
44551,27180
27440,13249
40433,6818
40699,14538
12733,9057
28465,3615
25961,6581
28491,13451
53322,2433
17329,53322
9991,16113
44495,22672
17194,50328
38660,7474
21816,20754
29280,9195
11079,36878
29458,52553
14101,1239
19333,3478
8772,36774
53769,48545
34926,36599
26114,6935
28126,5774
3399,43441
42470,3399
40645,44366
8342,41717
48558,21543
29317,23898
29011,16467
27698,24320
39016,11832
47733,14190
25137,21810
16508,2199
33869,22766
14341,20804
21739,1877
36279,47064
23867,36279
21289,1559
6300,2695
4694,34042
28135,7371
16680,24828
40597,5092
54396,581
21116,21537
9682,39265
24577,4953
12846,6668
3822,24978
50737,10396
24920,48824
27772,51365
23028,38311
43107,6565
23136,10739
33620,7683
19341,22050
50600,939
10547,4669
30364,4245
20757,7413
37660,8211
39298,8303
22295,6640
28169,15509
45613,10022
18461,1094
18461,3576
18461,27835
1605,32113
27699,1110
48250,53553
48134,18181
48134,18648
31618,4468
13097,21297
33076,53826
38730,31892
4526,10979
35818,44789
29689,26621
21346,44544
31282,12566
31860,5003
28054,18232
35609,20514
34449,22449
44688,37397
13897,35374
22166,44747
23793,22074
14078,34121
49899,2157
28617,6602
31463,53407
31299,41024
29734,2955
9528,24943
20425,9528
20293,53372
36679,15322
28216,1266
51999,14094
33888,13603
6768,4237
45490,19942
25091,538
15481,23421
29891,15481
25299,52405
3435,10682
21087,4720
22709,3184
10833,26677
45797,8296
13987,39
21250,42806
21773,15791
33267,44297
42182,7515
14509,26795
30141,3738
37111,14182
37111,14234
37111,29637
41703,12963
24587,23424
24620,54151
38274,49673
8589,16071
28885,43355
20631,14578
54123,29444
18676,23707
37967,19989
53892,8646
28099,17730
24975,6849
45165,37844
7330,31762
6689,8086
47878,3432
45939,39797
19636,10225
9695,11803
48247,28684
20516,773
35437,38247
15427,30580
38382,3324
36612,14803
36358,11328
18280,7251
10698,44545
39742,3894
29635,33280
47939,2761
39568,5912
41123,7613
26744,5638
45489,24288
33471,12264
52980,26889
19464,8177
8640,1312
20842,5176
15605,46528
15864,15605
30843,52972
34110,26025
52613,26537
14422,10728
29239,18140
24705,7194
36302,4570
44897,12067
28468,7758
22381,33692
47379,2720
50614,19433
26917,31029
25959,21393
16784,18872
15995,16784
30846,38610
50458,9437
40215,30850
46626,3810
32327,17172
48079,10031
5137,4691
3376,13349
17809,44078
27878,1508
45417,25768
46608,10792
51643,16852
27938,32365
21556,27938
46362,16757
37091,905
41345,38999
30815,15880
25743,9451
33388,3513
28351,14568
33424,17318
25899,24321
48249,18297
37164,7401
23299,48114
1426,15011
1387,53190
4981,15475
30731,60
45469,21688
523,18722
44529,4084
53223,2356
38192,26701
34927,12201
20827,3914
45078,10288
46558,19854
45503,39775
43119,29816
23096,53950
15062,51733
38676,7185
38459,3710
35221,7923
41449,30784
28620,13725
21699,38718
45985,3846
53935,42334
43374,7599
51461,1659
31031,3898
3571,46110
10182,275
28009,4847
48286,1154
43925,5631
11873,39719
40863,22943
20852,29727
25878,20852
45050,18385
18454,23323
47081,42008
29272,33934
53926,10220
42845,25484
18339,7272
35016,6805
49241,25886
20118,12580
30791,676
29725,27889
47823,7159
34066,8988
35204,14454
45171,14520
37365,43009
49531,50626
37365,49531
30990,13796
15204,48162
43174,28327
45738,45583
40101,47881
9184,21403
29009,38893
38722,49550
53442,31944
41755,32987
43489,2888
43489,31518
8726,2816
25982,19084
21692,18177
43777,39295
48016,17170
29180,12372
38227,32678
38305,41167
5854,48386
20608,5854
47917,14017
33338,25210
29940,11215
37628,14210
49221,36036
47198,24192
26256,14603
31490,4000
39599,27426
50225,19640
27034,52469
24958,45305
8594,49749
51404,48296
36603,5885
19849,18213
34916,38129
28416,7062
35625,46593
17808,15991
53906,11104
46868,33161
25874,41334
31370,45646
46753,26000
39098,25525
4095,31540
42580,48344
47664,49253
21808,12448
27397,11256
54299,12514
30656,26567
45183,12453
41517,1990
49421,32245
25897,9261
52791,22752
52791,39730
33632,46285
42049,25119
35551,3847
31034,15109
23060,28744
42203,24666
24907,49225
